origin_location_code,origin_has_hrp,origin_in_gho,asylum_location_code,asylum_has_hrp,asylum_in_gho,population_group,gender,age_range,min_age,max_age,population,reference_period_start,reference_period_end
SDN,True,True,COD,True,True,REF,m,all,None,None,1331,2011-01-01,2011-12-31
SDN,True,True,COD,True,True,REF,all,all,None,None,2504,2011-01-01,2011-12-31
SDN,True,True,COG,False,True,ASY,f,0-4,0,4,0,2011-01-01,2011-12-31
SDN,True,True,COG,False,True,ASY,f,5-11,5,11,0,2011-01-01,2011-12-31
SDN,True,True,COG,False,True,ASY,f,12-17,12,17,0,2011-01-01,2011-12-31
SDN,True,True,COG,False,True,ASY,f,18-59,18,59,0,2011-01-01,2011-12-31
SDN,True,True,COG,False,True,ASY,f,60+,60,None,0,2011-01-01,2011-12-31
SDN,True,True,COG,False,True,ASY,f,all,None,None,0,2011-01-01,2011-12-31
SDN,True,True,COG,False,True,ASY,m,0-4,0,4,5,2011-01-01,2011-12-31
SDN,True,True,COG,False,True,ASY,m,5-11,5,11,0,2011-01-01,2011-12-31
SDN,True,True,COG,False,True,ASY,m,12-17,12,17,0,2011-01-01,2011-12-31
SDN,True,True,COG,False,True,ASY,m,18-59,18,59,9,2011-01-01,2011-12-31
SDN,True,True,COG,False,True,ASY,m,60+,60,None,0,2011-01-01,2011-12-31
SDN,True,True,COG,False,True,ASY,m,all,None,None,14,2011-01-01,2011-12-31
SDN,True,True,COG,False,True,ASY,all,all,None,None,14,2011-01-01,2011-12-31
SDN,True,True,COG,False,True,REF,f,0-4,0,4,0,2011-01-01,2011-12-31
SDN,True,True,COG,False,True,REF,f,5-11,5,11,0,2011-01-01,2011-12-31
SDN,True,True,COG,False,True,REF,f,12-17,12,17,0,2011-01-01,2011-12-31
SDN,True,True,COG,False,True,REF,f,18-59,18,59,7,2011-01-01,2011-12-31
SDN,True,True,COG,False,True,REF,f,60+,60,None,0,2011-01-01,2011-12-31
SDN,True,True,COG,False,True,REF,f,all,None,None,7,2011-01-01,2011-12-31
SDN,True,True,COG,False,True,REF,m,0-4,0,4,0,2011-01-01,2011-12-31
SDN,True,True,COG,False,True,REF,m,5-11,5,11,0,2011-01-01,2011-12-31
SDN,True,True,COG,False,True,REF,m,12-17,12,17,5,2011-01-01,2011-12-31
SDN,True,True,COG,False,True,REF,m,18-59,18,59,18,2011-01-01,2011-12-31
SDN,True,True,COG,False,True,REF,m,60+,60,None,0,2011-01-01,2011-12-31
SDN,True,True,COG,False,True,REF,m,all,None,None,23,2011-01-01,2011-12-31
SDN,True,True,COG,False,True,REF,all,all,None,None,30,2011-01-01,2011-12-31
SDN,True,True,CYP,False,False,ASY,f,0-4,0,4,0,2011-01-01,2011-12-31
SDN,True,True,CYP,False,False,ASY,f,5-11,5,11,0,2011-01-01,2011-12-31
SDN,True,True,CYP,False,False,ASY,f,12-17,12,17,0,2011-01-01,2011-12-31
SDN,True,True,CYP,False,False,ASY,f,18-59,18,59,0,2011-01-01,2011-12-31
SDN,True,True,CYP,False,False,ASY,f,60+,60,None,0,2011-01-01,2011-12-31
SDN,True,True,CYP,False,False,ASY,f,all,None,None,0,2011-01-01,2011-12-31
SDN,True,True,CYP,False,False,ASY,m,0-4,0,4,0,2011-01-01,2011-12-31
SDN,True,True,CYP,False,False,ASY,m,5-11,5,11,0,2011-01-01,2011-12-31
SDN,True,True,CYP,False,False,ASY,m,12-17,12,17,0,2011-01-01,2011-12-31
SDN,True,True,CYP,False,False,ASY,m,18-59,18,59,0,2011-01-01,2011-12-31
SDN,True,True,CYP,False,False,ASY,m,60+,60,None,0,2011-01-01,2011-12-31
SDN,True,True,CYP,False,False,ASY,m,all,None,None,0,2011-01-01,2011-12-31
SDN,True,True,CYP,False,False,ASY,all,all,None,None,5,2011-01-01,2011-12-31
SDN,True,True,CYP,False,False,REF,f,0-4,0,4,0,2011-01-01,2011-12-31
SDN,True,True,CYP,False,False,REF,f,5-11,5,11,0,2011-01-01,2011-12-31
SDN,True,True,CYP,False,False,REF,f,12-17,12,17,0,2011-01-01,2011-12-31
SDN,True,True,CYP,False,False,REF,f,18-59,18,59,0,2011-01-01,2011-12-31
SDN,True,True,CYP,False,False,REF,f,60+,60,None,0,2011-01-01,2011-12-31
SDN,True,True,CYP,False,False,REF,f,all,None,None,0,2011-01-01,2011-12-31
SDN,True,True,CYP,False,False,REF,m,0-4,0,4,0,2011-01-01,2011-12-31
SDN,True,True,CYP,False,False,REF,m,5-11,5,11,0,2011-01-01,2011-12-31
SDN,True,True,CYP,False,False,REF,m,12-17,12,17,0,2011-01-01,2011-12-31
SDN,True,True,CYP,False,False,REF,m,18-59,18,59,0,2011-01-01,2011-12-31
SDN,True,True,CYP,False,False,REF,m,60+,60,None,0,2011-01-01,2011-12-31
SDN,True,True,CYP,False,False,REF,m,all,None,None,0,2011-01-01,2011-12-31
SDN,True,True,CYP,False,False,REF,all,all,None,None,5,2011-01-01,2011-12-31
SDN,True,True,CZE,False,True,REF,f,0-4,0,4,0,2011-01-01,2011-12-31
SDN,True,True,CZE,False,True,REF,f,5-11,5,11,0,2011-01-01,2011-12-31
SDN,True,True,CZE,False,True,REF,f,12-17,12,17,0,2011-01-01,2011-12-31
SDN,True,True,CZE,False,True,REF,f,18-59,18,59,0,2011-01-01,2011-12-31
SDN,True,True,CZE,False,True,REF,f,60+,60,None,0,2011-01-01,2011-12-31
SDN,True,True,CZE,False,True,REF,f,all,None,None,0,2011-01-01,2011-12-31
SDN,True,True,CZE,False,True,REF,m,0-4,0,4,0,2011-01-01,2011-12-31
SDN,True,True,CZE,False,True,REF,m,5-11,5,11,0,2011-01-01,2011-12-31
SDN,True,True,CZE,False,True,REF,m,12-17,12,17,0,2011-01-01,2011-12-31
SDN,True,True,CZE,False,True,REF,m,18-59,18,59,0,2011-01-01,2011-12-31
SDN,True,True,CZE,False,True,REF,m,60+,60,None,0,2011-01-01,2011-12-31
SDN,True,True,CZE,False,True,REF,m,all,None,None,0,2011-01-01,2011-12-31
SDN,True,True,CZE,False,True,REF,all,all,None,None,20,2011-01-01,2011-12-31
SDN,True,True,DEU,False,False,ASY,f,0-4,0,4,0,2011-01-01,2011-12-31
SDN,True,True,DEU,False,False,ASY,f,5-11,5,11,0,2011-01-01,2011-12-31
SDN,True,True,DEU,False,False,ASY,f,12-17,12,17,6,2011-01-01,2011-12-31
SDN,True,True,DEU,False,False,ASY,f,18-59,18,59,10,2011-01-01,2011-12-31
SDN,True,True,DEU,False,False,ASY,f,60+,60,None,0,2011-01-01,2011-12-31
SDN,True,True,DEU,False,False,ASY,f,all,None,None,16,2011-01-01,2011-12-31
SDN,True,True,DEU,False,False,ASY,m,0-4,0,4,0,2011-01-01,2011-12-31
SDN,True,True,DEU,False,False,ASY,m,5-11,5,11,0,2011-01-01,2011-12-31
SDN,True,True,DEU,False,False,ASY,m,12-17,12,17,7,2011-01-01,2011-12-31
SDN,True,True,DEU,False,False,ASY,m,18-59,18,59,146,2011-01-01,2011-12-31
SDN,True,True,DEU,False,False,ASY,m,60+,60,None,0,2011-01-01,2011-12-31
SDN,True,True,DEU,False,False,ASY,m,all,None,None,153,2011-01-01,2011-12-31
SDN,True,True,DEU,False,False,ASY,all,all,None,None,169,2011-01-01,2011-12-31
SDN,True,True,DEU,False,False,REF,f,0-4,0,4,5,2011-01-01,2011-12-31
SDN,True,True,DEU,False,False,REF,f,5-11,5,11,15,2011-01-01,2011-12-31
SDN,True,True,DEU,False,False,REF,f,12-17,12,17,11,2011-01-01,2011-12-31
SDN,True,True,DEU,False,False,REF,f,18-59,18,59,82,2011-01-01,2011-12-31
SDN,True,True,DEU,False,False,REF,f,60+,60,None,16,2011-01-01,2011-12-31
SDN,True,True,DEU,False,False,REF,f,all,None,None,129,2011-01-01,2011-12-31
SDN,True,True,DEU,False,False,REF,m,0-4,0,4,5,2011-01-01,2011-12-31
SDN,True,True,DEU,False,False,REF,m,5-11,5,11,12,2011-01-01,2011-12-31
SDN,True,True,DEU,False,False,REF,m,12-17,12,17,15,2011-01-01,2011-12-31
SDN,True,True,DEU,False,False,REF,m,18-59,18,59,317,2011-01-01,2011-12-31
SDN,True,True,DEU,False,False,REF,m,60+,60,None,31,2011-01-01,2011-12-31
SDN,True,True,DEU,False,False,REF,m,all,None,None,380,2011-01-01,2011-12-31
SDN,True,True,DEU,False,False,REF,all,all,None,None,509,2011-01-01,2011-12-31
SDN,True,True,DJI,False,True,REF,f,0-4,0,4,6,2011-01-01,2011-12-31
SDN,True,True,DJI,False,True,REF,f,5-11,5,11,0,2011-01-01,2011-12-31
SDN,True,True,DJI,False,True,REF,f,12-17,12,17,0,2011-01-01,2011-12-31
SDN,True,True,DJI,False,True,REF,f,18-59,18,59,0,2011-01-01,2011-12-31
SDN,True,True,DJI,False,True,REF,f,60+,60,None,0,2011-01-01,2011-12-31
SDN,True,True,DJI,False,True,REF,f,all,None,None,6,2011-01-01,2011-12-31
SDN,True,True,DJI,False,True,REF,m,0-4,0,4,0,2011-01-01,2011-12-31
SDN,True,True,DJI,False,True,REF,m,5-11,5,11,0,2011-01-01,2011-12-31
SDN,True,True,DJI,False,True,REF,m,12-17,12,17,0,2011-01-01,2011-12-31
SDN,True,True,DJI,False,True,REF,m,18-59,18,59,0,2011-01-01,2011-12-31
SDN,True,True,DJI,False,True,REF,m,60+,60,None,0,2011-01-01,2011-12-31
SDN,True,True,DJI,False,True,REF,m,all,None,None,0,2011-01-01,2011-12-31
SDN,True,True,DJI,False,True,REF,all,all,None,None,6,2011-01-01,2011-12-31
SDN,True,True,DNK,False,False,ASY,f,0-4,0,4,0,2011-01-01,2011-12-31
SDN,True,True,DNK,False,False,ASY,f,5-11,5,11,0,2011-01-01,2011-12-31
SDN,True,True,DNK,False,False,ASY,f,12-17,12,17,0,2011-01-01,2011-12-31
SDN,True,True,DNK,False,False,ASY,f,18-59,18,59,0,2011-01-01,2011-12-31
SDN,True,True,DNK,False,False,ASY,f,60+,60,None,0,2011-01-01,2011-12-31
SDN,True,True,DNK,False,False,ASY,f,all,None,None,0,2011-01-01,2011-12-31
SDN,True,True,DNK,False,False,ASY,m,0-4,0,4,0,2011-01-01,2011-12-31
SDN,True,True,DNK,False,False,ASY,m,5-11,5,11,0,2011-01-01,2011-12-31
SDN,True,True,DNK,False,False,ASY,m,12-17,12,17,0,2011-01-01,2011-12-31
SDN,True,True,DNK,False,False,ASY,m,18-59,18,59,0,2011-01-01,2011-12-31
SDN,True,True,DNK,False,False,ASY,m,60+,60,None,0,2011-01-01,2011-12-31
SDN,True,True,DNK,False,False,ASY,m,all,None,None,0,2011-01-01,2011-12-31
SDN,True,True,DNK,False,False,ASY,all,all,None,None,5,2011-01-01,2011-12-31
SDN,True,True,DNK,False,False,REF,f,0-4,0,4,0,2011-01-01,2011-12-31
SDN,True,True,DNK,False,False,REF,f,5-11,5,11,0,2011-01-01,2011-12-31
SDN,True,True,DNK,False,False,REF,f,12-17,12,17,0,2011-01-01,2011-12-31
SDN,True,True,DNK,False,False,REF,f,18-59,18,59,0,2011-01-01,2011-12-31
SDN,True,True,DNK,False,False,REF,f,60+,60,None,0,2011-01-01,2011-12-31
SDN,True,True,DNK,False,False,REF,f,all,None,None,0,2011-01-01,2011-12-31
SDN,True,True,DNK,False,False,REF,m,0-4,0,4,0,2011-01-01,2011-12-31
SDN,True,True,DNK,False,False,REF,m,5-11,5,11,0,2011-01-01,2011-12-31
SDN,True,True,DNK,False,False,REF,m,12-17,12,17,0,2011-01-01,2011-12-31
SDN,True,True,DNK,False,False,REF,m,18-59,18,59,0,2011-01-01,2011-12-31
SDN,True,True,DNK,False,False,REF,m,60+,60,None,0,2011-01-01,2011-12-31
SDN,True,True,DNK,False,False,REF,m,all,None,None,0,2011-01-01,2011-12-31
SDN,True,True,DNK,False,False,REF,all,all,None,None,93,2011-01-01,2011-12-31
SDN,True,True,DZA,False,False,ASY,f,0-4,0,4,0,2011-01-01,2011-12-31
SDN,True,True,DZA,False,False,ASY,f,5-11,5,11,0,2011-01-01,2011-12-31
SDN,True,True,DZA,False,False,ASY,f,12-17,12,17,0,2011-01-01,2011-12-31
SDN,True,True,DZA,False,False,ASY,f,18-59,18,59,5,2011-01-01,2011-12-31
SDN,True,True,DZA,False,False,ASY,f,60+,60,None,0,2011-01-01,2011-12-31
SDN,True,True,DZA,False,False,ASY,f,all,None,None,5,2011-01-01,2011-12-31
SDN,True,True,DZA,False,False,ASY,m,0-4,0,4,0,2011-01-01,2011-12-31
SDN,True,True,DZA,False,False,ASY,m,5-11,5,11,0,2011-01-01,2011-12-31
SDN,True,True,DZA,False,False,ASY,m,12-17,12,17,0,2011-01-01,2011-12-31
SDN,True,True,DZA,False,False,ASY,m,18-59,18,59,41,2011-01-01,2011-12-31
SDN,True,True,DZA,False,False,ASY,m,60+,60,None,5,2011-01-01,2011-12-31
SDN,True,True,DZA,False,False,ASY,m,all,None,None,46,2011-01-01,2011-12-31
SDN,True,True,DZA,False,False,ASY,all,all,None,None,51,2011-01-01,2011-12-31
SDN,True,True,ECU,False,True,REF,f,0-4,0,4,0,2011-01-01,2011-12-31
SDN,True,True,ECU,False,True,REF,f,5-11,5,11,0,2011-01-01,2011-12-31
SDN,True,True,ECU,False,True,REF,f,12-17,12,17,0,2011-01-01,2011-12-31
SDN,True,True,ECU,False,True,REF,f,18-59,18,59,0,2011-01-01,2011-12-31
SDN,True,True,ECU,False,True,REF,f,60+,60,None,0,2011-01-01,2011-12-31
SDN,True,True,ECU,False,True,REF,f,all,None,None,0,2011-01-01,2011-12-31
SDN,True,True,ECU,False,True,REF,m,0-4,0,4,0,2011-01-01,2011-12-31
SDN,True,True,ECU,False,True,REF,m,5-11,5,11,0,2011-01-01,2011-12-31
SDN,True,True,ECU,False,True,REF,m,12-17,12,17,0,2011-01-01,2011-12-31
SDN,True,True,ECU,False,True,REF,m,18-59,18,59,5,2011-01-01,2011-12-31
SDN,True,True,ECU,False,True,REF,m,60+,60,None,0,2011-01-01,2011-12-31
SDN,True,True,ECU,False,True,REF,m,all,None,None,5,2011-01-01,2011-12-31
SDN,True,True,ECU,False,True,REF,all,all,None,None,5,2011-01-01,2011-12-31
SDN,True,True,EGY,False,True,ASY,f,0-4,0,4,586,2011-01-01,2011-12-31
SDN,True,True,EGY,False,True,ASY,f,5-11,5,11,1157,2011-01-01,2011-12-31
SDN,True,True,EGY,False,True,ASY,f,12-17,12,17,736,2011-01-01,2011-12-31
SDN,True,True,EGY,False,True,ASY,f,18-59,18,59,3155,2011-01-01,2011-12-31
SDN,True,True,EGY,False,True,ASY,f,60+,60,None,129,2011-01-01,2011-12-31
SDN,True,True,EGY,False,True,ASY,f,all,None,None,5763,2011-01-01,2011-12-31
SDN,True,True,EGY,False,True,ASY,m,0-4,0,4,635,2011-01-01,2011-12-31
SDN,True,True,EGY,False,True,ASY,m,5-11,5,11,1281,2011-01-01,2011-12-31
SDN,True,True,EGY,False,True,ASY,m,12-17,12,17,665,2011-01-01,2011-12-31
SDN,True,True,EGY,False,True,ASY,m,18-59,18,59,5983,2011-01-01,2011-12-31
SDN,True,True,EGY,False,True,ASY,m,60+,60,None,99,2011-01-01,2011-12-31
SDN,True,True,EGY,False,True,ASY,m,all,None,None,8663,2011-01-01,2011-12-31
SDN,True,True,EGY,False,True,ASY,all,all,None,None,14426,2011-01-01,2011-12-31
SDN,True,True,EGY,False,True,REF,f,0-4,0,4,311,2011-01-01,2011-12-31
SDN,True,True,EGY,False,True,REF,f,5-11,5,11,690,2011-01-01,2011-12-31
SDN,True,True,EGY,False,True,REF,f,12-17,12,17,517,2011-01-01,2011-12-31
SDN,True,True,EGY,False,True,REF,f,18-59,18,59,2399,2011-01-01,2011-12-31
SDN,True,True,EGY,False,True,REF,f,60+,60,None,95,2011-01-01,2011-12-31
SDN,True,True,EGY,False,True,REF,f,all,None,None,4012,2011-01-01,2011-12-31
SDN,True,True,EGY,False,True,REF,m,0-4,0,4,344,2011-01-01,2011-12-31
SDN,True,True,EGY,False,True,REF,m,5-11,5,11,815,2011-01-01,2011-12-31
SDN,True,True,EGY,False,True,REF,m,12-17,12,17,611,2011-01-01,2011-12-31
SDN,True,True,EGY,False,True,REF,m,18-59,18,59,4460,2011-01-01,2011-12-31
SDN,True,True,EGY,False,True,REF,m,60+,60,None,82,2011-01-01,2011-12-31
SDN,True,True,EGY,False,True,REF,m,all,None,None,6312,2011-01-01,2011-12-31
SDN,True,True,EGY,False,True,REF,all,all,None,None,10324,2011-01-01,2011-12-31
SDN,True,True,ERI,False,False,REF,f,0-4,0,4,9,2011-01-01,2011-12-31
SDN,True,True,ERI,False,False,REF,f,5-11,5,11,18,2011-01-01,2011-12-31
SDN,True,True,ERI,False,False,REF,f,12-17,12,17,19,2011-01-01,2011-12-31
SDN,True,True,ERI,False,False,REF,f,18-59,18,59,18,2011-01-01,2011-12-31
SDN,True,True,ERI,False,False,REF,f,60+,60,None,8,2011-01-01,2011-12-31
SDN,True,True,ERI,False,False,REF,f,all,None,None,72,2011-01-01,2011-12-31
SDN,True,True,ERI,False,False,REF,m,0-4,0,4,11,2011-01-01,2011-12-31
SDN,True,True,ERI,False,False,REF,m,5-11,5,11,20,2011-01-01,2011-12-31
SDN,True,True,ERI,False,False,REF,m,12-17,12,17,15,2011-01-01,2011-12-31
SDN,True,True,ERI,False,False,REF,m,18-59,18,59,50,2011-01-01,2011-12-31
SDN,True,True,ERI,False,False,REF,m,60+,60,None,5,2011-01-01,2011-12-31
SDN,True,True,ERI,False,False,REF,m,all,None,None,101,2011-01-01,2011-12-31
SDN,True,True,ERI,False,False,REF,all,all,None,None,173,2011-01-01,2011-12-31
SDN,True,True,ESP,False,False,REF,f,0-4,0,4,0,2011-01-01,2011-12-31
SDN,True,True,ESP,False,False,REF,f,5-11,5,11,0,2011-01-01,2011-12-31
SDN,True,True,ESP,False,False,REF,f,12-17,12,17,0,2011-01-01,2011-12-31
SDN,True,True,ESP,False,False,REF,f,18-59,18,59,0,2011-01-01,2011-12-31
SDN,True,True,ESP,False,False,REF,f,60+,60,None,0,2011-01-01,2011-12-31
SDN,True,True,ESP,False,False,REF,f,all,None,None,0,2011-01-01,2011-12-31
SDN,True,True,ESP,False,False,REF,m,0-4,0,4,0,2011-01-01,2011-12-31
SDN,True,True,ESP,False,False,REF,m,5-11,5,11,0,2011-01-01,2011-12-31
SDN,True,True,ESP,False,False,REF,m,12-17,12,17,0,2011-01-01,2011-12-31
SDN,True,True,ESP,False,False,REF,m,18-59,18,59,0,2011-01-01,2011-12-31
SDN,True,True,ESP,False,False,REF,m,60+,60,None,0,2011-01-01,2011-12-31
SDN,True,True,ESP,False,False,REF,m,all,None,None,0,2011-01-01,2011-12-31
SDN,True,True,ESP,False,False,REF,all,all,None,None,10,2011-01-01,2011-12-31
SDN,True,True,ETH,True,True,ASY,f,0-4,0,4,0,2011-01-01,2011-12-31
SDN,True,True,ETH,True,True,ASY,f,5-11,5,11,0,2011-01-01,2011-12-31
SDN,True,True,ETH,True,True,ASY,f,12-17,12,17,5,2011-01-01,2011-12-31
SDN,True,True,ETH,True,True,ASY,f,18-59,18,59,5,2011-01-01,2011-12-31
SDN,True,True,ETH,True,True,ASY,f,60+,60,None,0,2011-01-01,2011-12-31
SDN,True,True,ETH,True,True,ASY,f,all,None,None,10,2011-01-01,2011-12-31
SDN,True,True,ETH,True,True,ASY,m,0-4,0,4,5,2011-01-01,2011-12-31
SDN,True,True,ETH,True,True,ASY,m,5-11,5,11,0,2011-01-01,2011-12-31
SDN,True,True,ETH,True,True,ASY,m,12-17,12,17,17,2011-01-01,2011-12-31
SDN,True,True,ETH,True,True,ASY,m,18-59,18,59,686,2011-01-01,2011-12-31
SDN,True,True,ETH,True,True,ASY,m,60+,60,None,10,2011-01-01,2011-12-31
SDN,True,True,ETH,True,True,ASY,m,all,None,None,718,2011-01-01,2011-12-31
SDN,True,True,ETH,True,True,ASY,all,all,None,None,728,2011-01-01,2011-12-31
SDN,True,True,ETH,True,True,REF,f,0-4,0,4,4930,2011-01-01,2011-12-31
SDN,True,True,ETH,True,True,REF,f,5-11,5,11,5100,2011-01-01,2011-12-31
SDN,True,True,ETH,True,True,REF,f,12-17,12,17,2990,2011-01-01,2011-12-31
SDN,True,True,ETH,True,True,REF,f,18-59,18,59,9459,2011-01-01,2011-12-31
SDN,True,True,ETH,True,True,REF,f,60+,60,None,486,2011-01-01,2011-12-31
SDN,True,True,ETH,True,True,REF,f,all,None,None,22965,2011-01-01,2011-12-31
SDN,True,True,ETH,True,True,REF,m,0-4,0,4,5032,2011-01-01,2011-12-31
SDN,True,True,ETH,True,True,REF,m,5-11,5,11,5214,2011-01-01,2011-12-31
SDN,True,True,ETH,True,True,REF,m,12-17,12,17,3300,2011-01-01,2011-12-31
SDN,True,True,ETH,True,True,REF,m,18-59,18,59,8411,2011-01-01,2011-12-31
SDN,True,True,ETH,True,True,REF,m,60+,60,None,364,2011-01-01,2011-12-31
SDN,True,True,ETH,True,True,REF,m,all,None,None,22321,2011-01-01,2011-12-31
SDN,True,True,ETH,True,True,REF,all,all,None,None,45286,2011-01-01,2011-12-31
SDN,True,True,FIN,False,False,ASY,f,0-4,0,4,0,2011-01-01,2011-12-31
SDN,True,True,FIN,False,False,ASY,f,5-11,5,11,0,2011-01-01,2011-12-31
SDN,True,True,FIN,False,False,ASY,f,12-17,12,17,0,2011-01-01,2011-12-31
SDN,True,True,FIN,False,False,ASY,f,18-59,18,59,0,2011-01-01,2011-12-31
SDN,True,True,FIN,False,False,ASY,f,60+,60,None,0,2011-01-01,2011-12-31
SDN,True,True,FIN,False,False,ASY,f,all,None,None,0,2011-01-01,2011-12-31
SDN,True,True,FIN,False,False,ASY,m,0-4,0,4,0,2011-01-01,2011-12-31
SDN,True,True,FIN,False,False,ASY,m,5-11,5,11,0,2011-01-01,2011-12-31
SDN,True,True,FIN,False,False,ASY,m,12-17,12,17,0,2011-01-01,2011-12-31
SDN,True,True,FIN,False,False,ASY,m,18-59,18,59,0,2011-01-01,2011-12-31
SDN,True,True,FIN,False,False,ASY,m,60+,60,None,0,2011-01-01,2011-12-31
SDN,True,True,FIN,False,False,ASY,m,all,None,None,0,2011-01-01,2011-12-31
SDN,True,True,FIN,False,False,ASY,all,all,None,None,9,2011-01-01,2011-12-31
SDN,True,True,FIN,False,False,REF,f,0-4,0,4,0,2011-01-01,2011-12-31
SDN,True,True,FIN,False,False,REF,f,5-11,5,11,0,2011-01-01,2011-12-31
SDN,True,True,FIN,False,False,REF,f,12-17,12,17,0,2011-01-01,2011-12-31
SDN,True,True,FIN,False,False,REF,f,18-59,18,59,0,2011-01-01,2011-12-31
SDN,True,True,FIN,False,False,REF,f,60+,60,None,0,2011-01-01,2011-12-31
SDN,True,True,FIN,False,False,REF,f,all,None,None,0,2011-01-01,2011-12-31
SDN,True,True,FIN,False,False,REF,m,0-4,0,4,0,2011-01-01,2011-12-31
SDN,True,True,FIN,False,False,REF,m,5-11,5,11,0,2011-01-01,2011-12-31
SDN,True,True,FIN,False,False,REF,m,12-17,12,17,0,2011-01-01,2011-12-31
SDN,True,True,FIN,False,False,REF,m,18-59,18,59,0,2011-01-01,2011-12-31
SDN,True,True,FIN,False,False,REF,m,60+,60,None,0,2011-01-01,2011-12-31
SDN,True,True,FIN,False,False,REF,m,all,None,None,0,2011-01-01,2011-12-31
SDN,True,True,FIN,False,False,REF,all,all,None,None,8,2011-01-01,2011-12-31
SDN,True,True,FRA,False,False,REF,f,0-4,0,4,0,2011-01-01,2011-12-31
SDN,True,True,FRA,False,False,REF,f,5-11,5,11,0,2011-01-01,2011-12-31
SDN,True,True,FRA,False,False,REF,f,12-17,12,17,0,2011-01-01,2011-12-31
SDN,True,True,FRA,False,False,REF,f,18-59,18,59,0,2011-01-01,2011-12-31
SDN,True,True,FRA,False,False,REF,f,60+,60,None,0,2011-01-01,2011-12-31
SDN,True,True,FRA,False,False,REF,f,all,None,None,248,2011-01-01,2011-12-31
SDN,True,True,FRA,False,False,REF,m,0-4,0,4,0,2011-01-01,2011-12-31
SDN,True,True,FRA,False,False,REF,m,5-11,5,11,0,2011-01-01,2011-12-31
SDN,True,True,FRA,False,False,REF,m,12-17,12,17,0,2011-01-01,2011-12-31
SDN,True,True,FRA,False,False,REF,m,18-59,18,59,0,2011-01-01,2011-12-31
SDN,True,True,FRA,False,False,REF,m,60+,60,None,0,2011-01-01,2011-12-31
SDN,True,True,FRA,False,False,REF,m,all,None,None,1658,2011-01-01,2011-12-31
SDN,True,True,FRA,False,False,REF,all,all,None,None,1906,2011-01-01,2011-12-31
SDN,True,True,GAB,False,False,ASY,f,0-4,0,4,0,2011-01-01,2011-12-31
SDN,True,True,GAB,False,False,ASY,f,5-11,5,11,0,2011-01-01,2011-12-31
SDN,True,True,GAB,False,False,ASY,f,12-17,12,17,0,2011-01-01,2011-12-31
SDN,True,True,GAB,False,False,ASY,f,18-59,18,59,0,2011-01-01,2011-12-31
SDN,True,True,GAB,False,False,ASY,f,60+,60,None,0,2011-01-01,2011-12-31
SDN,True,True,GAB,False,False,ASY,f,all,None,None,0,2011-01-01,2011-12-31
SDN,True,True,GAB,False,False,ASY,m,0-4,0,4,0,2011-01-01,2011-12-31
SDN,True,True,GAB,False,False,ASY,m,5-11,5,11,0,2011-01-01,2011-12-31
SDN,True,True,GAB,False,False,ASY,m,12-17,12,17,0,2011-01-01,2011-12-31
SDN,True,True,GAB,False,False,ASY,m,18-59,18,59,13,2011-01-01,2011-12-31
SDN,True,True,GAB,False,False,ASY,m,60+,60,None,0,2011-01-01,2011-12-31
SDN,True,True,GAB,False,False,ASY,m,all,None,None,13,2011-01-01,2011-12-31
SDN,True,True,GAB,False,False,ASY,all,all,None,None,13,2011-01-01,2011-12-31
SDN,True,True,GAB,False,False,REF,f,0-4,0,4,0,2011-01-01,2011-12-31
SDN,True,True,GAB,False,False,REF,f,5-11,5,11,0,2011-01-01,2011-12-31
SDN,True,True,GAB,False,False,REF,f,12-17,12,17,0,2011-01-01,2011-12-31
SDN,True,True,GAB,False,False,REF,f,18-59,18,59,0,2011-01-01,2011-12-31
SDN,True,True,GAB,False,False,REF,f,60+,60,None,0,2011-01-01,2011-12-31
SDN,True,True,GAB,False,False,REF,f,all,None,None,0,2011-01-01,2011-12-31
SDN,True,True,GAB,False,False,REF,m,0-4,0,4,0,2011-01-01,2011-12-31
SDN,True,True,GAB,False,False,REF,m,5-11,5,11,0,2011-01-01,2011-12-31
SDN,True,True,GAB,False,False,REF,m,12-17,12,17,0,2011-01-01,2011-12-31
SDN,True,True,GAB,False,False,REF,m,18-59,18,59,6,2011-01-01,2011-12-31
SDN,True,True,GAB,False,False,REF,m,60+,60,None,0,2011-01-01,2011-12-31
SDN,True,True,GAB,False,False,REF,m,all,None,None,6,2011-01-01,2011-12-31
SDN,True,True,GAB,False,False,REF,all,all,None,None,6,2011-01-01,2011-12-31
SDN,True,True,GBR,False,False,ASY,f,0-4,0,4,0,2011-01-01,2011-12-31
SDN,True,True,GBR,False,False,ASY,f,5-11,5,11,0,2011-01-01,2011-12-31
SDN,True,True,GBR,False,False,ASY,f,12-17,12,17,0,2011-01-01,2011-12-31
SDN,True,True,GBR,False,False,ASY,f,18-59,18,59,0,2011-01-01,2011-12-31
SDN,True,True,GBR,False,False,ASY,f,60+,60,None,0,2011-01-01,2011-12-31
SDN,True,True,GBR,False,False,ASY,f,all,None,None,0,2011-01-01,2011-12-31
SDN,True,True,GBR,False,False,ASY,m,0-4,0,4,0,2011-01-01,2011-12-31
SDN,True,True,GBR,False,False,ASY,m,5-11,5,11,0,2011-01-01,2011-12-31
SDN,True,True,GBR,False,False,ASY,m,12-17,12,17,0,2011-01-01,2011-12-31
